leaid,statename,lea_name,operational_schools,totalexp_1617,expps_1617,ell_1617_pct,Total_Enrollment,District_Locale,American_Indian_pct,Asian_pct,Black_or_African_American_pct,Hispanic_or_Latino_pct,Hawaiian_pct,Not_Specified_pct,Multi_Racial_pct,White_pct
1302400,GEORGIA,Glynn County,17.0,160103000.0,10474.431999999999,0.054575358,13290.0,1.0,0.18058690744920994,1.3619262603461249,34.63506395786305,12.761474793077502,0.20316027088036118,0.0,4.033107599699022,46.824680210684726
1302430,GEORGIA,Gordon County,10.0,72043000.0,10218.212,0.054515499999999995,6671.0,4.0,0.1948733323339829,0.749512816669165,1.8288112726727628,17.38869734672463,0.0299805126667666,0.0,2.7582071653425273,77.04991755359016
1302460,GEORGIA,Grady County,7.0,53775000.0,9153.5996,0.081606492,4669.0,2.0,0.3212679374598415,0.36410366245448705,33.04776183336903,23.045620047119296,0.021417862497322766,0.0,2.4416363246947954,40.75819233240522
1302490,GEORGIA,Greene County,5.0,38203000.0,13121.567,0.04321486099999999,2601.0,4.0,0.15378700499807765,1.2302960399846212,44.9442522106882,13.917723952326028,0.07689350249903883,0.0,3.690888119953864,35.98615916955017
1302520,GEORGIA,Griffin-Spalding County,18.0,124360000.0,10401.844000000001,0.027171277,10353.0,3.0,0.2607939727615184,0.7823819182845552,47.66734279918864,8.693132425383947,0.038636144112817544,0.0,4.858495122186806,37.69921761808172
1302550,GEORGIA,Gwinnett County,138.0,1855763000.0,9598.0166,0.13269441,179758.0,3.0,0.17467929104685187,10.688258658863584,31.92347489402419,31.196942556103206,0.08900855594744045,0.0,3.893568019225848,22.034068024788883
1302580,GEORGIA,Habersham County,14.0,75931000.0,10611.652,0.12843236,6928.0,4.0,0.14434180138568128,2.4971131639722866,2.453810623556582,30.84584295612009,0.028868360277136258,0.0,3.1466512702078524,60.88337182448037
1302610,GEORGIA,Hall County,37.0,285717000.0,9592.75,0.17892689,27057.0,4.0,0.11457293861108031,1.2122556085301401,4.594005248179768,43.87404368555272,0.0739180249103744,0.0,2.302546475958162,47.828658018257755
1302640,GEORGIA,Hancock County,3.0,16334000.0,16444.91,0.00524659,838.0,4.0,0.0,0.35799522673031026,95.94272076372314,0.5966587112171837,0.11933174224343675,0.0,0.5966587112171837,2.386634844868735
1302670,GEORGIA,Haralson County,7.0,38149000.0,10530.999,0.0045924220000000005,3360.0,4.0,0.1488095238095238,0.17857142857142858,2.261904761904762,2.7083333333333335,0.1488095238095238,0.0,4.0476190476190474,90.50595238095238
1302700,GEORGIA,Harris County,7.0,54999000.0,10116.209,0.00436019,5448.0,4.0,0.11013215859030837,0.5690161527165932,15.675477239353892,5.5433186490455215,0.05506607929515418,0.0,4.9192364170337735,73.12775330396475
1302730,GEORGIA,Hart County,5.0,47219000.0,10771.839,0.024712645,3564.0,2.0,0.08417508417508418,1.4029180695847363,22.727272727272727,8.221099887766554,0.0,0.0,4.62962962962963,62.93490460157127
1302790,GEORGIA,Heard County,5.0,22828000.0,10673.808,0.00194742,2109.0,4.0,0.0948316737790422,0.3319108582266477,7.491702228544334,3.1768610715979135,0.0,0.0,5.215742057847321,83.68895211000473
1302820,GEORGIA,Henry County,50.0,486119000.0,10153.303,0.019747198,42621.0,4.0,0.154853241359893,2.8976326224161797,54.66554046127496,10.15461861523662,0.12904436779991085,0.0,4.631519673400437,27.366791018512
1302880,GEORGIA,Houston County,37.0,298889000.0,9828.2588,0.029203875,29770.0,1.0,0.16795431642593214,2.5193147463889822,38.40107490762512,9.65065502183406,0.10413167618407793,0.0,6.257977830030232,42.89889150151159
1302910,GEORGIA,Irwin County,3.0,20490000.0,10619.318000000001,0.0017045460000000001,1719.0,4.0,0.11634671320535195,0.2326934264107039,31.878999418266435,5.119255381035486,0.0,0.0,2.326934264107039,60.325770796974986
1302940,GEORGIA,Jackson County,10.0,79400000.0,9762.0244,0.044529598,7938.0,4.0,0.31494079113126733,2.796674225245654,5.479969765684052,14.91559586797682,0.025195263290501386,0.0,3.766691861929957,72.70093222474175
1302970,GEORGIA,Jasper County,4.0,26010000.0,9995.0459,0.021469858999999997,2380.0,4.0,0.04201680672268908,0.0,22.436974789915965,7.436974789915967,0.0,0.0,4.621848739495798,65.46218487394958
1303000,GEORGIA,Jeff Davis County,4.0,31031000.0,9096.7227,0.08908686,3099.0,2.0,0.032268473701193935,0.7099064214262666,14.004517586318167,22.81381090674411,0.032268473701193935,0.0,2.7750887383026783,59.63213939980639
1303030,GEORGIA,Jefferson City,4.0,33222000.0,8510.7734,0.018508287,3832.0,2.0,0.1304801670146138,1.7745302713987474,7.985386221294363,6.967640918580376,0.05219206680584551,0.0,4.07098121085595,79.0187891440501
1303060,GEORGIA,Jefferson County,6.0,28151000.0,10201.862,0.015642458999999997,2485.0,4.0,0.04024144869215292,0.482897384305835,68.41046277665995,6.720321931589537,0.0,0.0,2.2535211267605635,22.092555331991953
1303090,GEORGIA,Jenkins County,3.0,21580000.0,12056.313999999998,0.026450511,1163.0,4.0,0.0,0.08598452278589853,53.396388650042994,7.480653482373173,0.0,0.0,2.407566638005159,36.62940670679278
1303120,GEORGIA,Johnson County,3.0,13712000.0,10686.964,0.002572899,1122.0,4.0,0.08912655971479501,0.26737967914438504,41.0873440285205,3.4759358288770055,0.08912655971479501,0.0,2.3172905525846703,52.67379679144385
1303150,GEORGIA,Jones County,7.0,51860000.0,9458.4727,0.0024208570000000002,5301.0,4.0,0.11318619128466327,0.41501603471043197,25.29711375212224,1.5280135823429541,0.056593095642331635,0.0,3.527636295038672,69.0624410488587
1303210,GEORGIA,Lamar County,4.0,26740000.0,9442.251,0.005116959,2675.0,2.0,0.037383177570093455,0.5233644859813084,32.149532710280376,3.0654205607476634,0.07476635514018691,0.0,4.97196261682243,59.177570093457945
1303240,GEORGIA,Lanier County,4.0,18379000.0,10111.675,0.012408348,1725.0,4.0,0.4057971014492754,0.6376811594202898,25.6231884057971,7.304347826086956,0.057971014492753624,0.0,3.710144927536232,62.26086956521739
1303270,GEORGIA,Lee County,8.0,70028000.0,8761.2842,0.020009307,6499.0,4.0,0.06154793045083859,3.015848592091091,22.58809047545776,3.2004923834436068,0.07693491306354824,0.0,3.4312971226342515,67.6257885828589
1303300,GEORGIA,Liberty County,12.0,116563000.0,10328.843,0.01007984,10111.0,1.0,0.2274750271981011,1.1472653545643359,52.67530412422114,12.778162397388982,0.7120957373157947,0.0,9.02976955790723,23.42992780140441
1303330,GEORGIA,Lincoln County,3.0,14947000.0,11477.787,0.01624408373056979,1138.0,4.0,0.0,0.08787346221441125,37.34622144112478,1.5817223198594024,0.0,0.0,2.9876977152899826,57.99648506151142
1303360,GEORGIA,Long County,4.0,39467000.0,8419.5977,0.04606365,3794.0,4.0,0.2635740643120717,0.5007907221929362,26.25197680548234,16.288877174486032,0.13178703215603585,0.0,8.697944122298367,47.86505007907222
1303390,GEORGIA,Lowndes County,11.0,101443000.0,9032.5811,0.024716787,10657.0,4.0,0.11260204560382847,1.2480060054424322,22.426574082762503,10.237402646148071,0.09383503800319039,0.0,5.170310593975791,60.711269588064184
1303420,GEORGIA,Lumpkin County,5.0,40660000.0,10202.773000000001,0.019884877,3854.0,4.0,0.38920601971977165,0.3632589517384536,1.1935651271406331,7.784120394395433,0.05189413596263622,0.0,2.6466009340944474,87.57135443694862
1303450,GEORGIA,Macon County,3.0,24026000.0,11434.238000000001,0.032707028,1280.0,2.0,0.078125,0.9375,80.390625,10.78125,0.0,0.0,1.328125,6.484375
1303480,GEORGIA,Madison County,7.0,55143000.0,10730.165,0.04221905,4991.0,4.0,0.06010819475055099,2.3241835303546385,9.637347225005009,11.200160288519335,0.02003606491685033,0.0,5.049088359046284,71.70907633740734
1303510,GEORGIA,Marietta City,13.0,112726000.0,11724.362,0.15953873,8772.0,1.0,0.28499772001823986,1.7897856817145463,36.84450524395805,37.7906976744186,0.1823985408116735,0.0,3.3401732786137712,19.767441860465116
1303540,GEORGIA,Marion County,2.0,15385000.0,9846.3652,0.028806584,1351.0,4.0,0.07401924500370097,0.7401924500370096,32.346410066617324,13.323464100666174,0.07401924500370097,0.0,1.998519615099926,51.443375277572166
1303570,GEORGIA,McDuffie County,6.0,39254000.0,9375.2725,0.00871038,3810.0,4.0,0.05249343832020997,0.2887139107611549,56.43044619422572,4.829396325459317,0.10498687664041995,0.0,3.8057742782152233,34.488188976377955
1303600,GEORGIA,McIntosh County,3.0,19171000.0,11669.491000000002,0.004943503,1323.0,2.0,0.22675736961451248,0.5291005291005291,41.8745275888133,2.494331065759637,0.07558578987150416,0.0,5.517762660619804,49.28193499622071
1303630,GEORGIA,Meriwether County,8.0,31767000.0,10933.878999999999,0.006754355,2567.0,4.0,0.038955979742890535,0.584339696143358,57.73276197896377,3.506038176860148,0.0,0.0,4.674717569146864,33.463186599142965
1303660,GEORGIA,Miller County,3.0,10965000.0,10292.471,0.015444015,922.0,4.0,0.0,0.8676789587852495,37.85249457700651,3.2537960954446854,0.10845986984815618,0.0,2.0607375271149673,55.856832971800436
1303690,GEORGIA,Mitchell County,5.0,33858000.0,11032.753,0.018656716,2258.0,4.0,0.08857395925597875,0.5314437555358724,57.75022143489814,7.307351638618246,0.04428697962798937,0.0,1.5943312666076173,32.683790965456154
1303720,GEORGIA,Monroe County,5.0,49528000.0,11253.823,0.006166749,4053.0,4.0,0.17271157167530224,0.690846286701209,24.377004687885517,3.158154453491241,0.02467308166790032,0.0,3.0347890451517396,68.54182087342708
1303750,GEORGIA,Montgomery County,3.0,12413000.0,11261.723,0.038167939,892.0,4.0,0.11210762331838565,0.8968609865470852,31.50224215246637,14.68609865470852,0.0,0.0,4.820627802690583,47.98206278026906
1303780,GEORGIA,Morgan County,4.0,43992000.0,11269.035,0.012690355,3081.0,2.0,0.32456994482310936,0.7789678675754625,25.868224602401817,6.751054852320675,0.0,0.0,3.537812398571892,62.73937033430704
1303840,GEORGIA,Murray County,11.0,66620000.0,8801.499,0.082050599,7266.0,3.0,0.12386457473162675,0.37159372419488024,0.33030553261767137,25.26837324525186,0.027525461051472612,0.0,0.7982383704927057,73.08009909165979
1303870,GEORGIA,Muscogee County,54.0,370096000.0,9728.4268,0.029059829,31859.0,1.0,0.17577450641890832,2.74019900185191,58.47641168900468,8.961360996892559,0.21657930255186916,0.0,5.191625600301328,24.23804890297875
1303930,GEORGIA,Newton County,23.0,202447000.0,9901.1279,0.029773397000000004,19734.0,3.0,0.13175230566534915,0.7449072666463971,56.60788486875443,8.954089388871997,0.14188709840883754,0.0,4.3478260869565215,29.071652984696463
1303960,GEORGIA,Oconee County,11.0,78186000.0,9316.8066,0.029588165,8019.0,4.0,0.09976306272602568,5.8610799351540095,4.352163611422871,7.270233196159122,0.062351914203766054,0.0,3.491707195410899,78.8627010849233
1303990,GEORGIA,Oglethorpe County,4.0,22623000.0,10322.917,0.039772727,2102.0,4.0,0.23786869647954328,1.7602283539486203,18.220742150333017,10.180780209324453,0.09514747859181731,0.0,4.376784015223596,65.12844909609895
1304020,GEORGIA,Paulding County,33.0,292085000.0,9339.582,0.021917431,29962.0,3.0,0.21694145918163008,0.9712302249516054,25.058407315933515,10.069421266938122,0.13683999732995128,0.0,4.889526733862893,58.65763300180228
1304050,GEORGIA,Peach County,6.0,34662000.0,9419.0713,0.04946414,3586.0,4.0,0.22308979364194087,0.5577244841048522,51.05967651979922,15.39319576129392,0.0,0.0,3.067484662576687,29.69882877858338
1304080,GEORGIA,Pelham City,3.0,16400000.0,10325.235999999999,0.016194332,1431.0,4.0,0.06988120195667366,0.6289308176100629,58.211041229909156,6.149545772187282,0.0,0.0,2.0964360587002098,32.84416491963662
1304110,GEORGIA,Pickens County,6.0,51296000.0,11384.737,0.008857597,4328.0,4.0,0.20794824399260628,0.6238447319778189,0.7162661737523105,5.822550831792976,0.0,0.0,2.1256931608133085,90.50369685767097
1304140,GEORGIA,Pierce County,5.0,37599000.0,9893.873,0.030634573,3622.0,4.0,0.13804527885146328,0.6073992269464384,8.282716731087797,8.945334069574821,0.11043622308117063,0.0,3.3130866924351188,78.60298177802319
1304170,GEORGIA,Pike County,5.0,36585000.0,8875.6006,0.0033052890000000003,3286.0,4.0,0.09129640900791236,0.33475349969567864,7.699330493000609,1.6433353621424225,0.030432136335970784,0.0,2.0998174071819844,88.10103469263542
1304200,GEORGIA,Polk County,11.0,84074000.0,9318.123,0.07377892,7908.0,4.0,0.11380880121396054,0.4931714719271624,14.45371775417299,21.9903894790086,0.025290844714213456,0.0,5.589276681841174,57.3343449671219
1304220,GEORGIA,Pulaski County,3.0,13895000.0,10050.983,0.028404952999999997,1346.0,2.0,0.5200594353640416,0.8915304606240714,40.41604754829123,8.246656760772659,0.07429420505200594,0.0,3.640416047548291,46.210995542347696
1304260,GEORGIA,Putnam County,4.0,36870000.0,12017.538,0.050927485999999994,2949.0,4.0,0.0678195998643608,0.5764665988470667,35.9782977280434,14.920311970159377,0.0,0.0,3.899626992200746,44.557477110885046
1304290,GEORGIA,Quitman County,2.0,5906000.0,17024.023,0.009009009,318.0,2.0,0.31446540880503143,0.0,77.04402515723271,0.0,0.0,0.0,2.20125786163522,20.440251572327043
1304320,GEORGIA,Rabun County,4.0,38053000.0,13134.368,0.050997782,2235.0,4.0,0.44742729306487694,0.3579418344519016,0.44742729306487694,16.420581655480984,0.0,0.0,2.058165548098434,80.26845637583892
1304350,GEORGIA,Randolph County,3.0,11774000.0,11891.919,0.003030303,826.0,2.0,0.0,0.0,95.64164648910412,0.6053268765133172,0.0,0.0,1.8159806295399517,1.937046004842615
1304380,GEORGIA,Richmond County,55.0,359973000.0,10272.185,0.014538336,30947.0,1.0,0.15187255630594243,0.6688855139431932,74.01040488577245,5.202442886224836,0.4717743238439913,0.0,3.292726273952241,16.201893559957348
1304410,GEORGIA,Rockdale County,18.0,186798000.0,11019.261999999999,0.038524244,16775.0,3.0,0.13114754098360656,1.4426229508196722,67.36810730253353,15.773472429210134,0.28614008941877794,0.0,3.4634873323397914,11.535022354694485
1304440,GEORGIA,Rome City,8.0,69338000.0,9694.1436,0.11966900000000001,6517.0,1.0,0.15344483658124905,2.6852846401718584,33.97268681908854,34.141476139327914,0.03068896731624981,0.0,4.327144391591223,24.68927420592297
1304470,GEORGIA,Schley County,2.0,16780000.0,9414.9502,0.01732636352725575,1307.0,4.0,0.0,0.9946442234123948,16.2203519510329,5.279265493496557,0.0,0.0,3.2899770466717673,74.21576128538638
1304500,GEORGIA,Screven County,3.0,23852000.0,10120.275,0.008161512,2307.0,2.0,0.043346337234503686,0.6068487212830516,46.640658864325964,2.904204594711747,0.0,0.0,2.644126571304725,47.16081491114001
1304530,GEORGIA,Seminole County,2.0,17105000.0,10604.681999999999,0.008452536,1457.0,4.0,0.06863417982155114,0.9608785175017158,41.52367879203843,2.676733013040494,0.0,0.0,4.392587508579273,50.37748798901853
1304540,GEORGIA,Social Circle City,4.0,17657000.0,10004.619,0.0046189379999999995,1788.0,2.0,0.0,1.3982102908277405,21.75615212527964,3.859060402684564,0.0,0.0,3.2997762863534676,69.68680089485458
1304560,GEORGIA,Stephens County,6.0,40200000.0,9472.2295,0.012233912,3933.0,4.0,0.05085176709890669,1.0170353419781337,13.246885329265192,4.322400203407068,0.10170353419781338,0.0,7.67861683193491,73.58250699211797
1304590,GEORGIA,Stewart County,3.0,11671000.0,14966.861,0.0452318786565017,452.0,4.0,0.4424778761061947,0.0,95.57522123893806,0.4424778761061947,0.0,0.0,0.4424778761061947,3.0973451327433628
1304620,GEORGIA,Sumter County,7.0,51573000.0,9748.2979,0.05085106599999999,4487.0,4.0,0.06685981724983285,0.557165143748607,70.9159794963227,11.901047470470248,0.0,0.0,2.1395141519946512,14.419433920213951
1304650,GEORGIA,Talbot County,1.0,7098000.0,14152.749,0.04031057625609129,449.0,4.0,0.0,0.0,91.53674832962137,0.0,0.44543429844098,0.0,0.0,8.017817371937639
1304680,GEORGIA,Taliaferro County,1.0,4287000.0,27901.961,0.0637615194849465,173.0,4.0,0.0,1.7341040462427746,76.30057803468208,8.670520231213873,0.0,0.0,1.1560693641618498,12.138728323699421
1304770,GEORGIA,Tattnall County,6.0,37829000.0,9392.876,0.062732592,3773.0,4.0,0.053008216273522396,0.7156109196925523,25.04638218923933,19.374503047972436,0.13252054068380598,0.0,3.657566922873045,51.02040816326531
1304800,GEORGIA,Taylor County,5.0,16124000.0,10489.74,0.002735978,1423.0,4.0,0.14054813773717498,0.8432888264230499,40.96978215038651,2.459592410400562,0.07027406886858749,0.0,1.4757554462403373,54.04075895994378
1304830,GEORGIA,Telfair County,4.0,18188000.0,10213.096,0.019529006,1728.0,2.0,0.05787037037037037,0.4050925925925926,39.6412037037037,7.581018518518518,0.0,0.0,3.761574074074074,48.55324074074074
1304860,GEORGIA,Terrell County,3.0,16493000.0,10837.208999999999,0.009161381,1278.0,4.0,0.0,0.39123630672926446,91.94053208137716,2.0344287949921753,0.0,0.0,0.5477308294209703,5.086071987480438
1304890,GEORGIA,Thomas County,7.0,68261000.0,10741.919,0.012827091,5835.0,2.0,0.32562125107112255,0.7197943444730077,35.407026563838905,6.889460154241645,0.15424164524421594,0.0,3.5646958011996572,52.93916023993145
1304950,GEORGIA,Thomasville City,5.0,35031000.0,11216.695,0.00374787,2880.0,2.0,0.24305555555555555,0.8333333333333334,56.770833333333336,2.048611111111111,0.06944444444444445,0.0,1.2847222222222223,38.75
1304980,GEORGIA,Tift County,11.0,88589000.0,10101.121,0.073811673,7887.0,2.0,0.025358184354000255,1.1284392037530113,34.70267528844935,19.208824648155193,0.012679092177000128,0.0,2.497781158869025,42.42424242424242
1305040,GEORGIA,Toombs County,5.0,31094000.0,10002.315999999999,0.09331568300000001,2949.0,4.0,0.2034587995930824,0.3730077992539844,17.80264496439471,26.95829094608342,0.0678195998643608,0.0,4.27263479145473,50.32214309935571
1305070,GEORGIA,Towns County,3.0,14263000.0,13949.555,0.011869436,952.0,4.0,0.31512605042016806,1.2605042016806722,0.7352941176470589,5.357142857142857,0.0,0.0,1.5756302521008403,90.75630252100841
1305100,GEORGIA,Treutlen County,2.0,11693000.0,9520.4775,0.006825938,1122.0,4.0,0.08912655971479501,0.26737967914438504,38.77005347593583,2.4955436720142603,0.0,0.0,3.7433155080213902,54.63458110516934
1305130,GEORGIA,Trion City,3.0,15181000.0,10114.204,0.042112775,1400.0,2.0,0.0,0.7857142857142857,1.0714285714285714,18.928571428571427,0.0,0.0,3.0,76.21428571428571
1305190,GEORGIA,Turner County,4.0,14019000.0,9991.1436,0.021402214,1238.0,2.0,0.0,0.8885298869143781,62.600969305331176,6.30048465266559,0.0,0.0,1.938610662358643,28.27140549273021
1305220,GEORGIA,Twiggs County,3.0,12847000.0,14717.136,0.003521127,790.0,4.0,0.0,0.25316455696202533,61.77215189873418,1.7721518987341771,0.0,0.0,1.518987341772152,34.68354430379747
1305250,GEORGIA,Union County,5.0,37299000.0,11813.66,0.006304728000000001,2894.0,4.0,0.0691085003455425,0.5183137525915688,0.38009675190048375,4.803040774015204,0.0,0.0,2.5224602626123014,91.7069799585349
1305280,GEORGIA,Thomaston-Upson County,4.0,44317000.0,10344.498,0.007894736999999999,4089.0,4.0,0.09782342871117633,0.586940572267058,35.632183908045974,3.4482758620689653,0.024455857177794083,0.0,4.328686720469553,55.88163365125948
1305310,GEORGIA,Valdosta City,8.0,129629000.0,9433.5586,0.028764598,8472.0,1.0,0.29508970727101036,1.3456090651558075,75.09442870632672,6.279508970727101,0.10623229461756374,0.0,2.6558073654390935,14.223323890462702
1305340,GEORGIA,Vidalia City,4.0,38606000.0,9591.9492,0.020915549,2577.0,2.0,0.15521924718665114,0.737291424136593,49.43733022894839,6.790842064415988,0.038804811796662786,0.0,3.5312378734963135,39.3092743500194
1305370,GEORGIA,Walker County,15.0,98548000.0,10612.435,0.00793917,8677.0,4.0,0.21896968998501787,0.3687910568168722,5.266797280165956,3.641811686066613,0.011524720525527256,0.0,5.2091736775383195,85.2829318889017
1305390,GEORGIA,Walton County,15.0,140153000.0,9275.3271,0.022979511,14058.0,4.0,0.27030872101294634,1.6929862000284535,22.613458528951487,8.272869540475174,0.07113387395077536,0.0,3.7131882202304736,63.36605491535069
1305430,GEORGIA,Ware County,9.0,69289000.0,10524.611,0.020725388,6153.0,2.0,0.06500893872907525,0.8938729075247847,36.71379814724525,6.517146107589793,0.03250446936453762,0.0,5.493255322606858,50.28441410693971
1305460,GEORGIA,Warren County,3.0,8317000.0,13518.883999999998,0.03849618320600032,626.0,4.0,0.0,0.0,89.77635782747603,0.3194888178913738,0.0,0.0,2.7156549520766773,7.18849840255591
1305490,GEORGIA,Washington County,4.0,33120000.0,10357.646999999999,0.005141388,3110.0,2.0,0.12861736334405144,0.48231511254019294,64.46945337620579,1.4469453376205788,0.03215434083601286,0.0,3.729903536977492,29.710610932475884
1305550,GEORGIA,Wayne County,8.0,63110000.0,9391.9258,0.019007966,5378.0,2.0,0.13015991074748978,0.7623651915210116,22.51766455931573,8.906656749721085,0.01859427296392711,0.0,4.76013387876534,62.90442543696541
1305580,GEORGIA,Webster County,2.0,4832000.0,12284.573999999999,0.007978723,311.0,4.0,0.9646302250803859,0.6430868167202572,48.231511254019296,8.038585209003216,0.0,0.0,4.180064308681672,37.942122186495176
1305640,GEORGIA,Wheeler County,3.0,11857000.0,11654.113000000001,0.030723487999999997,1007.0,4.0,0.19860973187686196,0.0,34.75670307845085,5.362462760675273,0.0,0.0,0.0,59.682224428997024
1305670,GEORGIA,White County,6.0,52219000.0,11102.121000000001,0.018067556999999998,3833.0,4.0,0.2348030263501174,0.6522306287503261,1.747978085050874,4.6699713018523346,0.0,0.0,4.017740673102009,88.67727628489433
1305700,GEORGIA,Whitfield County,22.0,141083000.0,10091.006,0.13468829999999998,12964.0,4.0,0.36254242517741436,0.7945078679419932,1.4964517124344339,43.47423634680654,0.05399568034557235,0.0,3.1317494600431965,50.68651650725085
1305730,GEORGIA,Wilcox County,3.0,19925000.0,10537.128999999999,0.007425743,1201.0,4.0,0.2497918401332223,0.6661115736885929,32.63946711074105,4.329725228975853,0.0,0.0,3.164029975020816,58.95087427144047
1305760,GEORGIA,Wilkes County,4.0,19392000.0,11911.858,0.021559923999999998,1484.0,2.0,0.0673854447439353,0.7412398921832885,51.28032345013477,8.288409703504042,0.0673854447439353,0.0,5.525606469002695,34.02964959568733
1305790,GEORGIA,Wilkinson County,4.0,19685000.0,12836.777,0.017906336000000002,1318.0,4.0,0.0,0.15174506828528073,54.17298937784522,5.0834597875569045,0.0,0.0,7.056145675265554,33.53566009104704
1305850,GEORGIA,Worth County,5.0,39052000.0,9930.0088,0.009011716,3248.0,2.0,0.1539408866995074,0.7389162561576355,34.05172413793103,2.185960591133005,0.06157635467980296,0.0,2.955665024630542,59.85221674876847
1500030,HAWAII,Hawaii Department of Education,292.0,2778689000.0,14321.531,0.06972184,180828.0,3.0,0.22175769239277104,27.688189882097905,1.600415864799699,15.233813347490432,27.797133187338243,0.0,15.474373437741942,11.984316588139006
1600001,IDAHO,WEST BONNER COUNTY DISTRICT,5.0,11429000.0,10093.023000000001,0.005795503033449251,984.0,4.0,0.4065040650406504,0.0,0.0,2.9471544715447155,0.1016260162601626,0.0,3.3536585365853657,93.1910569105691
1600002,IDAHO,LAKE PEND OREILLE SCHOOL DISTRICT,13.0,33947000.0,8878.0352,0.00607064,3785.0,2.0,0.5284015852047557,0.5548216644649934,0.18494055482166447,5.072655217965654,0.13210039630118892,0.0,4.940554821664465,88.58652575957728
1600003,IDAHO,VICTORY CHARTER SCHOOL INC.,1.0,2601000.0,5692.5,0.021107133884639903,406.0,4.0,0.0,2.2167487684729066,1.477832512315271,7.8817733990147785,0.0,0.0,3.9408866995073892,84.48275862068965
1600004,IDAHO,IDAHO VIRTUAL ACADEMY INC.,2.0,13611000.0,6665.5239,0.001469148,1840.0,3.0,0.9239130434782609,0.6521739130434783,1.4130434782608696,12.5,0.2717391304347826,0.0,0.5434782608695652,83.69565217391305
1600005,IDAHO,IDAHO VIRTUAL HIGH SCHOOL INC.,4.0,1903000.0,6095.7095,0.03733083706833416,473.0,2.0,1.4799154334038056,0.42283298097251587,0.6342494714587738,14.587737843551798,0.21141649048625794,0.0,5.919661733615222,76.74418604651163
1600006,IDAHO,ROLLING HILLS PUBLIC CHARTER SCHOOL INC.,1.0,2315000.0,8812.5,0.015625,251.0,1.0,1.9920318725099602,1.1952191235059761,0.0,6.374501992031872,0.796812749003984,0.0,7.569721115537849,82.07171314741036
1600007,IDAHO,COMPASS PUBLIC CHARTER SCHOOL INC.,1.0,5700000.0,5924.8291,0.012528474,1088.0,3.0,0.09191176470588236,3.125,1.1948529411764706,9.191176470588236,0.09191176470588236,0.0,3.5845588235294117,82.72058823529412
1600008,IDAHO,FALCON RIDGE PUBLIC CHARTER SCHOOL INC.,1.0,1810000.0,6214.022,0.011070111,267.0,2.0,0.0,0.7490636704119851,1.1235955056179776,7.49063670411985,0.0,0.0,1.1235955056179776,89.51310861423221
1600009,IDAHO,TROY SCHOOL DISTRICT,2.0,3188000.0,12200.0,0.010653226356587359,272.0,4.0,0.7352941176470589,0.7352941176470589,1.1029411764705883,3.3088235294117645,0.0,0.0,1.1029411764705883,93.01470588235294
1600010,IDAHO,WHITEPINE JOINT SCHOOL DISTRICT,2.0,3145000.0,13546.256000000001,0.003826061215258164,247.0,4.0,0.0,0.0,0.0,1.6194331983805668,0.0,0.0,0.0,98.38056680161944
1600011,IDAHO,INSPIRE ACADEMICS INC.,1.0,5327000.0,5727.956999999999,0.016129031999999998,1007.0,1.0,0.6951340615690169,0.9930486593843099,0.9930486593843099,11.717974180734856,0.09930486593843098,0.0,3.872889771598808,81.62859980139027
1600012,IDAHO,LIBERTY CHARTER SCHOOL INC.,1.0,2896000.0,6339.0244,0.029604596835011876,408.0,4.0,0.0,1.2254901960784315,1.2254901960784315,9.803921568627452,0.9803921568627451,0.0,0.49019607843137253,86.27450980392157
1600014,IDAHO,THE ACADEMY INC.,1.0,2516000.0,4163.4614,0.02953112939731481,554.0,4.0,2.707581227436823,4.512635379061372,2.3465703971119134,5.595667870036101,0.0,0.0,0.18050541516245489,84.65703971119133
1600015,IDAHO,TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.,1.0,2992000.0,6418.3169,0.015996136623653345,367.0,4.0,0.2724795640326976,2.4523160762942777,1.0899182561307903,4.359673024523161,0.0,0.0,0.8174386920980926,91.00817438692098
1600030,IDAHO,ABERDEEN DISTRICT,3.0,7050000.0,8458.791,0.15659341,744.0,4.0,1.075268817204301,0.13440860215053763,0.8064516129032258,61.155913978494624,0.26881720430107525,0.0,1.7473118279569892,34.81182795698925
1600060,IDAHO,AMERICAN FALLS JOINT DISTRICT,5.0,14063000.0,8893.7754,0.23274696,1472.0,2.0,2.3777173913043477,0.33967391304347827,0.6114130434782609,50.067934782608695,0.1358695652173913,0.0,0.20380434782608695,46.26358695652174
1600090,IDAHO,ARBON ELEMENTARY DISTRICT,1.0,307000.0,14571.428999999998,0.023464675392385836,17.0,4.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0,0.0,88.23529411764706
1600138,IDAHO,SALMON RIVER JOINT SCHOOL DISTRICT,2.0,2337000.0,16685.484,0.010461896718255093,127.0,4.0,0.0,0.0,0.0,4.724409448818897,0.0,0.0,2.3622047244094486,92.91338582677166
1600139,IDAHO,MOUNTAIN VIEW SCHOOL DISTRICT,5.0,13710000.0,10074.639000000001,0.002407705,1231.0,2.0,1.7871649065800161,0.3249390739236393,0.3249390739236393,6.661251015434606,0.16246953696181965,0.0,3.5743298131600323,87.16490658001625
